cas,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,AromaticRings,pEC50
86393320,385.8230000000001,1.1804,106.07,2.0,4.0,3.0,4.0,2.0,4.115716356914768
15687271,206.28499999999997,3.0732000000000004,37.3,1.0,1.0,4.0,1.0,1.0,3.4452116764894525
935955,231.893,4.0058,20.23,1.0,1.0,0.0,1.0,1.0,5.255709092172337
95954,197.448,3.3524,20.23,1.0,1.0,0.0,1.0,1.0,5.206608176290796
15950660,197.44799999999998,3.3524000000000007,20.23,1.0,1.0,0.0,1.0,1.0,5.112182895334996
591355,163.00300000000001,2.6990000000000003,20.23,1.0,1.0,0.0,1.0,1.0,4.969422388532241
95772,163.003,2.6990000000000003,20.23,1.0,1.0,0.0,1.0,1.0,4.9997416364401
109693,92.56899999999999,2.0253,0.0,0.0,0.0,2.0,0.0,0.0,4.985100063100263
543599,106.596,2.415400000000001,0.0,0.0,0.0,3.0,0.0,0.0,5.011125360599409
78864,92.569,2.0237,0.0,0.0,0.0,1.0,0.0,0.0,4.939523944219777
513360,92.56899999999999,1.8812,0.0,0.0,0.0,1.0,0.0,0.0,4.9330418166918575
753899,106.596,2.2713,0.0,0.0,0.0,0.0,0.0,0.0,4.992311169972038
78762,137.01999999999998,2.1798,0.0,0.0,0.0,1.0,0.0,0.0,5.207876272939412
78773,137.01999999999998,2.0373,0.0,0.0,0.0,1.0,0.0,0.0,5.1429070482421535
107824,151.047,2.4274000000000004,0.0,0.0,0.0,2.0,0.0,0.0,5.206909265633517
507368,151.04699999999997,2.5699000000000005,0.0,0.0,0.0,1.0,0.0,0.0,5.219593727039584
130154,158.15599999999998,1.6218000000000001,34.14,0.0,2.0,0.0,2.0,1.0,5.380200257898409
82440,242.66099999999997,3.115400000000001,34.14,0.0,2.0,0.0,3.0,2.0,5.662366060449128
131099,242.66099999999997,3.115400000000001,34.14,0.0,2.0,0.0,3.0,2.0,5.472246679311617
117793,223.23099999999997,2.0442,60.16,1.0,3.0,0.0,3.0,2.0,5.42035865249846
